"COMMON_NAME","SPECIES_ITIS","NESPP3","STAT_AREA","AREA_TYPE","AREA_NAME","listed"
"SQUID, SHORT-FIN","082521","802",521,"stock","UNIT",1
"TILEFISH, BLUELINE","168543","444",521,"stock","NORTHERN COMPONENT",1
"TILEFISH, GOLDEN","168546","446",521,"stock","UNIT",1
"WINDOWPANE","172746","125",521,"stock","GBGOM",1
"WINTER FLD","172905","120",521,"stock","SNEMA",1
"WITCH FLD","172873","122",521,"stock","UNIT",1
"WOLFFISH","171341","512",521,"stock","UNIT",1
"YELLOWTAIL FLD","172909","123",521,"stock","CCGOM",1
"ALEWIFE","161706","001",522,"stock","UNIT",1
"AM SHAD","161702","347",522,"stock","UNIT",1
"AMERICAN PLAICE","172877","124",522,"stock","UNIT",1
"BLACK SEA BASS","167687","335",522,"stock","UNIT",1
"BLUEFISH","168559","023",522,"stock","UNIT",1
"BUTTERFISH","172567","051",522,"stock","UNIT",1
"CHUB MACKEREL","172413","215",522,"stock","UNIT",1
"CLAM, SURF","080944","769",522,"stock","UNIT",1
"COD","164712","081",522,"stock","GB",1
"DOGFISH, SPINY","160617","352",522,"stock","UNIT",1
"FLUKE","172735","121",522,"stock","UNIT",1
"HADDOCK","164744","147",522,"stock","GB",1
"HAKE, WHITE","164732","153",522,"stock","UNIT",1
"HALIBUT","172933","159",522,"stock","UNIT",1
"HERRING, ATLANTIC","161722","168",522,"stock","UNIT",1
"MACKEREL, ATLANTIC","172414","212",522,"stock","UNIT",1
"MONKFISH","164499","012",522,"stock","NORTHERN",1
"NBR spp (300+)",NA,NA,522,"stock","UNIT",1
"OCEAN POUT","630979","250",522,"stock","UNIT",1
"POLLOCK","164727","269",522,"stock","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",522,"stock","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",522,"stock","UNIT",1
"RED CRAB","620992","710",522,"stock","UNIT",1
"RED HAKE","164730","152",522,"stock","NORTHERN",1
"REDFISH","166774","240",522,"stock","UNIT",1
"SCALLOP, SEA","079718","800",522,"stock","UNIT",1
"SCUP","169182","329",522,"stock","UNIT",1
"SILVER HAKE","164791","509",522,"stock","NORTHERN",1
"SKATE, BARNDOOR","564139","368",522,"stock","UNIT",1
"SKATE, CLEARNOSE","160855","372",522,"stock","UNIT",1
"SKATE, LITTLE","564130","366",522,"stock","UNIT",1
"SKATE, ROSETTE","564136","364",522,"stock","UNIT",1
"SKATE, SMOOTH","564151","369",522,"stock","UNIT",1
"SKATE, THORNY","564149","370",522,"stock","UNIT",1
"SKATE, WINTER","564145","367",522,"stock","UNIT",1
"SQUID, ATL LONG-FIN","082372","801",522,"stock","UNIT",1
"SQUID, SHORT-FIN","082521","802",522,"stock","UNIT",1
"TILEFISH, BLUELINE","168543","444",522,"stock","NORTHERN COMPONENT",1
"TILEFISH, GOLDEN","168546","446",522,"stock","UNIT",1
"WINDOWPANE","172746","125",522,"stock","GBGOM",1
"WINTER FLD","172905","120",522,"stock","GB",1
"WITCH FLD","172873","122",522,"stock","UNIT",1
"WOLFFISH","171341","512",522,"stock","UNIT",1
"YELLOWTAIL FLD","172909","123",522,"stock","GB",1
"BUTTERFISH","172567","051",523,"stock","UNIT",1
"CHUB MACKEREL","172413","215",523,"stock","UNIT",1
"COD","164712","081",523,"stock","GB",1
"HADDOCK","164744","147",523,"stock","GB",1
"HALIBUT","172933","159",523,"stock","UNIT",1
"MACKEREL, ATLANTIC","172414","212",523,"stock","UNIT",1
"MONKFISH","164499","012",523,"stock","NORTHERN",1
"NBR spp (300+)",NA,NA,523,"stock","UNIT",1
"OCEAN POUT","630979","250",523,"stock","UNIT",1
"SKATE, BARNDOOR","564139","368",523,"stock","UNIT",1
"SKATE, CLEARNOSE","160855","372",523,"stock","UNIT",1
"SKATE, LITTLE","564130","366",523,"stock","UNIT",1
"SKATE, ROSETTE","564136","364",523,"stock","UNIT",1
"SKATE, SMOOTH","564151","369",523,"stock","UNIT",1
"SKATE, THORNY","564149","370",523,"stock","UNIT",1
"SKATE, WINTER","564145","367",523,"stock","UNIT",1
"SQUID, ATL LONG-FIN","082372","801",523,"stock","UNIT",1
"SQUID, SHORT-FIN","082521","802",523,"stock","UNIT",1
"TILEFISH, BLUELINE","168543","444",523,"stock","NORTHERN COMPONENT",1
"TILEFISH, GOLDEN","168546","446",523,"stock","UNIT",1
"WINDOWPANE","172746","125",523,"stock","GBGOM",1
"WINTER FLD","172905","120",523,"stock","GB",1
"WITCH FLD","172873","122",523,"stock","UNIT",1
"YELLOWTAIL FLD","172909","123",523,"stock","GB",1
"BUTTERFISH","172567","051",524,"stock","UNIT",1
"CHUB MACKEREL","172413","215",524,"stock","UNIT",1
"COD","164712","081",524,"stock","GB",1
"HADDOCK","164744","147",524,"stock","GB",1
"HALIBUT","172933","159",524,"stock","UNIT",1
"MACKEREL, ATLANTIC","172414","212",524,"stock","UNIT",1
"NBR spp (300+)",NA,NA,524,"stock","UNIT",1
"OCEAN POUT","630979","250",524,"stock","UNIT",1
"OFFSHORE HAKE","164793","508",524,"stock","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",524,"stock","UNIT",1
"SKATE, CLEARNOSE","160855","372",524,"stock","UNIT",1
"SKATE, LITTLE","564130","366",524,"stock","UNIT",1
"SKATE, ROSETTE","564136","364",524,"stock","UNIT",1
"SKATE, SMOOTH","564151","369",524,"stock","UNIT",1
"SKATE, THORNY","564149","370",524,"stock","UNIT",1
"SKATE, WINTER","564145","367",524,"stock","UNIT",1
"SQUID, ATL LONG-FIN","082372","801",524,"stock","UNIT",1
"SQUID, SHORT-FIN","082521","802",524,"stock","UNIT",1
"TILEFISH, BLUELINE","168543","444",524,"stock","NORTHERN COMPONENT",1
"TILEFISH, GOLDEN","168546","446",524,"stock","UNIT",1
"WINDOWPANE","172746","125",524,"stock","GBGOM",1
"WINTER FLD","172905","120",524,"stock","GB",1
"WITCH FLD","172873","122",524,"stock","UNIT",1
"YELLOWTAIL FLD","172909","123",524,"stock","GB",1
"ALEWIFE","161706","001",525,"stock","UNIT",1
"AM SHAD","161702","347",525,"stock","UNIT",1
"AMERICAN PLAICE","172877","124",525,"stock","UNIT",1
"BLACK SEA BASS","167687","335",525,"stock","UNIT",1
"BLUEFISH","168559","023",525,"stock","UNIT",1
"BUTTERFISH","172567","051",525,"stock","UNIT",1
"CHUB MACKEREL","172413","215",525,"stock","UNIT",1
"CLAM, SURF","080944","769",525,"stock","UNIT",1
"COD","164712","081",525,"stock","GB",1
"DOGFISH, SPINY","160617","352",525,"stock","UNIT",1
"FLUKE","172735","121",525,"stock","UNIT",1
"HADDOCK","164744","147",525,"stock","GB",1
"HAKE, WHITE","164732","153",525,"stock","UNIT",1
"HALIBUT","172933","159",525,"stock","UNIT",1
"HERRING, ATLANTIC","161722","168",525,"stock","UNIT",1
"MACKEREL, ATLANTIC","172414","212",525,"stock","UNIT",1
"MONKFISH","164499","012",525,"stock","SOUTHERN",1
"NBR spp (300+)",NA,NA,525,"stock","UNIT",1
"OCEAN POUT","630979","250",525,"stock","UNIT",1
"OFFSHORE HAKE","164793","508",525,"stock","SOUTHERN",1
"POLLOCK","164727","269",525,"stock","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",525,"stock","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",525,"stock","UNIT",1
"RED CRAB","620992","710",525,"stock","UNIT",1
"RED HAKE","164730","152",525,"stock","SOUTHERN",1
"REDFISH","166774","240",525,"stock","UNIT",1
"SCALLOP, SEA","079718","800",525,"stock","UNIT",1
"SCUP","169182","329",525,"stock","UNIT",1
"SILVER HAKE","164791","509",525,"stock","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",525,"stock","UNIT",1
"SKATE, CLEARNOSE","160855","372",525,"stock","UNIT",1
"SKATE, LITTLE","564130","366",525,"stock","UNIT",1
"SKATE, ROSETTE","564136","364",525,"stock","UNIT",1
"SKATE, SMOOTH","564151","369",525,"stock","UNIT",1
"SKATE, THORNY","564149","370",525,"stock","UNIT",1
"SKATE, WINTER","564145","367",525,"stock","UNIT",1
"SQUID, ATL LONG-FIN","082372","801",525,"stock","UNIT",1
"SQUID, SHORT-FIN","082521","802",525,"stock","UNIT",1
"TILEFISH, BLUELINE","168543","444",525,"stock","NORTHERN COMPONENT",1
"TILEFISH, GOLDEN","168546","446",525,"stock","UNIT",1
"WINDOWPANE","172746","125",525,"stock","GBGOM",1
"WINTER FLD","172905","120",525,"stock","GB",1
"WITCH FLD","172873","122",525,"stock","UNIT",1
"WOLFFISH","171341","512",525,"stock","UNIT",1
"YELLOWTAIL FLD","172909","123",525,"stock","GB",1
"ALEWIFE","161706","001",526,"stock","UNIT",1
"AM SHAD","161702","347",526,"stock","UNIT",1
"AMERICAN PLAICE","172877","124",526,"stock","UNIT",1
"BLACK SEA BASS","167687","335",526,"stock","UNIT",1
"BLUEFISH","168559","023",526,"stock","UNIT",1
"BUTTERFISH","172567","051",526,"stock","UNIT",1
"CHUB MACKEREL","172413","215",526,"stock","UNIT",1
"CLAM, SURF","080944","769",526,"stock","UNIT",1
"COD","164712","081",526,"stock","GB",1
"DOGFISH, SPINY","160617","352",526,"stock","UNIT",1
"FLUKE","172735","121",526,"stock","UNIT",1
"HADDOCK","164744","147",526,"stock","GB",1
"HAKE, WHITE","164732","153",526,"stock","UNIT",1
"HALIBUT","172933","159",526,"stock","UNIT",1
"HERRING, ATLANTIC","161722","168",526,"stock","UNIT",1
"MACKEREL, ATLANTIC","172414","212",526,"stock","UNIT",1
"MONKFISH","164499","012",526,"stock","SOUTHERN",1
"NBR spp (300+)",NA,NA,526,"stock","UNIT",1
"OCEAN POUT","630979","250",526,"stock","UNIT",1
"OFFSHORE HAKE","164793","508",526,"stock","SOUTHERN",1
"POLLOCK","164727","269",526,"stock","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",526,"stock","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",526,"stock","UNIT",1
"RED CRAB","620992","710",526,"stock","UNIT",1
"RED HAKE","164730","152",526,"stock","SOUTHERN",1
"REDFISH","166774","240",526,"stock","UNIT",1
"SCALLOP, SEA","079718","800",526,"stock","UNIT",1
"SCUP","169182","329",526,"stock","UNIT",1
"SILVER HAKE","164791","509",526,"stock","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",526,"stock","UNIT",1
"SKATE, CLEARNOSE","160855","372",526,"stock","UNIT",1
"SKATE, LITTLE","564130","366",526,"stock","UNIT",1
"SKATE, ROSETTE","564136","364",526,"stock","UNIT",1
"SKATE, SMOOTH","564151","369",526,"stock","UNIT",1
"SKATE, THORNY","564149","370",526,"stock","UNIT",1
"SKATE, WINTER","564145","367",526,"stock","UNIT",1
"SQUID, ATL LONG-FIN","082372","801",526,"stock","UNIT",1
"SQUID, SHORT-FIN","082521","802",526,"stock","UNIT",1
"TILEFISH, BLUELINE","168543","444",526,"stock","NORTHERN COMPONENT",1
"TILEFISH, GOLDEN","168546","446",526,"stock","UNIT",1
"WINDOWPANE","172746","125",526,"stock","SNEMA",1
"WINTER FLD","172905","120",526,"stock","SNEMA",1
"WITCH FLD","172873","122",526,"stock","UNIT",1
"WOLFFISH","171341","512",526,"stock","UNIT",1
"YELLOWTAIL FLD","172909","123",526,"stock","SNEMA",1
"ALEWIFE","161706","001",530,"stock","UNIT",1
"AM SHAD","161702","347",530,"stock","UNIT",1
"AMERICAN PLAICE","172877","124",530,"stock","UNIT",1
"BLACK SEA BASS","167687","335",530,"stock","UNIT",1
"BLUEFISH","168559","023",530,"stock","UNIT",1
"BUTTERFISH","172567","051",530,"stock","UNIT",1
"CHUB MACKEREL","172413","215",530,"stock","UNIT",1
"CLAM, SURF","080944","769",530,"stock","UNIT",1
"COD","164712","081",530,"stock","GB",1
"DOGFISH, SPINY","160617","352",530,"stock","UNIT",1
"FLUKE","172735","121",530,"stock","UNIT",1
"HADDOCK","164744","147",530,"stock","GB",1
"HAKE, WHITE","164732","153",530,"stock","UNIT",1
"HALIBUT","172933","159",530,"stock","UNIT",1
"HERRING, ATLANTIC","161722","168",530,"stock","UNIT",1
"MACKEREL, ATLANTIC","172414","212",530,"stock","UNIT",1
"NBR spp (300+)",NA,NA,530,"stock","UNIT",1
"OCEAN POUT","630979","250",530,"stock","UNIT",1
"OFFSHORE HAKE","164793","508",530,"stock","SOUTHERN",1
"QUAHOG, HARD SHELL CLAM","081496","748",530,"stock","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",530,"stock","UNIT",1
"RED CRAB","620992","710",530,"stock","UNIT",1
"RED HAKE","164730","152",530,"stock","SOUTHERN",1
"REDFISH","166774","240",530,"stock","UNIT",1
"SCALLOP, SEA","079718","800",530,"stock","UNIT",1
"SCUP","169182","329",530,"stock","UNIT",1
"SILVER HAKE","164791","509",530,"stock","SOUTHERN",1
"SQUID, ATL LONG-FIN","082372","801",530,"stock","UNIT",1
"SQUID, SHORT-FIN","082521","802",530,"stock","UNIT",1
"TILEFISH, BLUELINE","168543","444",530,"stock","NORTHERN COMPONENT",1
"TILEFISH, GOLDEN","168546","446",530,"stock","UNIT",1
"WITCH FLD","172873","122",530,"stock","UNIT",1
"WOLFFISH","171341","512",530,"stock","UNIT",1
"YELLOWTAIL FLD","172909","123",530,"stock","SNEMA",1
"SKATE, BARNDOOR","564139","368",531,"stock","UNIT",1
"SKATE, CLEARNOSE","160855","372",531,"stock","UNIT",1
"SKATE, LITTLE","564130","366",531,"stock","UNIT",1
"SKATE, ROSETTE","564136","364",531,"stock","UNIT",1
"SKATE, SMOOTH","564151","369",531,"stock","UNIT",1
"SKATE, THORNY","564149","370",531,"stock","UNIT",1
"SKATE, WINTER","564145","367",531,"stock","UNIT",1
"SKATE, BARNDOOR","564139","368",532,"stock","UNIT",1
"SKATE, CLEARNOSE","160855","372",532,"stock","UNIT",1
"SKATE, LITTLE","564130","366",532,"stock","UNIT",1
"SKATE, ROSETTE","564136","364",532,"stock","UNIT",1
"SKATE, SMOOTH","564151","369",532,"stock","UNIT",1
"SKATE, THORNY","564149","370",532,"stock","UNIT",1
"SKATE, WINTER","564145","367",532,"stock","UNIT",1
"ALEWIFE","161706","001",533,"stock","UNIT",1
"AM SHAD","161702","347",533,"stock","UNIT",1
"AMERICAN PLAICE","172877","124",533,"stock","UNIT",1
"BLACK SEA BASS","167687","335",533,"stock","UNIT",1
"BLUEFISH","168559","023",533,"stock","UNIT",1
"BUTTERFISH","172567","051",533,"stock","UNIT",1
"CHUB MACKEREL","172413","215",533,"stock","UNIT",1
"CLAM, SURF","080944","769",533,"stock","UNIT",1
"COD","164712","081",533,"stock","GB",1
"DOGFISH, SPINY","160617","352",533,"stock","UNIT",1
"FLUKE","172735","121",533,"stock","UNIT",1
"HADDOCK","164744","147",533,"stock","GB",1
"HAKE, WHITE","164732","153",533,"stock","UNIT",1
"HALIBUT","172933","159",533,"stock","UNIT",1
"HERRING, ATLANTIC","161722","168",533,"stock","UNIT",1
"MACKEREL, ATLANTIC","172414","212",533,"stock","UNIT",1
"MONKFISH","164499","012",533,"stock","SOUTHERN",1
"NBR spp (300+)",NA,NA,533,"stock","UNIT",1
"OFFSHORE HAKE","164793","508",533,"stock","SOUTHERN",1
"QUAHOG, HARD SHELL CLAM","081496","748",533,"stock","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",533,"stock","UNIT",1
"RED CRAB","620992","710",533,"stock","UNIT",1
"RED HAKE","164730","152",533,"stock","SOUTHERN",1
"REDFISH","166774","240",533,"stock","UNIT",1
"SCALLOP, SEA","079718","800",533,"stock","UNIT",1
"SCUP","169182","329",533,"stock","UNIT",1
"SILVER HAKE","164791","509",533,"stock","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",533,"stock","UNIT",1
"SKATE, CLEARNOSE","160855","372",533,"stock","UNIT",1
"SKATE, LITTLE","564130","366",533,"stock","UNIT",1
"SKATE, ROSETTE","564136","364",533,"stock","UNIT",1
"SKATE, SMOOTH","564151","369",533,"stock","UNIT",1
"SKATE, THORNY","564149","370",533,"stock","UNIT",1
"SKATE, WINTER","564145","367",533,"stock","UNIT",1
"SQUID, ATL LONG-FIN","082372","801",533,"stock","UNIT",1
"SQUID, SHORT-FIN","082521","802",533,"stock","UNIT",1
"TILEFISH, BLUELINE","168543","444",533,"stock","NORTHERN COMPONENT",1
"TILEFISH, GOLDEN","168546","446",533,"stock","UNIT",1
"WINDOWPANE","172746","125",533,"stock","SNEMA",1
"WINTER FLD","172905","120",533,"stock","SNEMA",1
"WITCH FLD","172873","122",533,"stock","UNIT",1
"WOLFFISH","171341","512",533,"stock","UNIT",1
"YELLOWTAIL FLD","172909","123",533,"stock","SNEMA",1
"ALEWIFE","161706","001",534,"stock","UNIT",1
"AM SHAD","161702","347",534,"stock","UNIT",1
"AMERICAN PLAICE","172877","124",534,"stock","UNIT",1
"BLACK SEA BASS","167687","335",534,"stock","UNIT",1
"BLUEFISH","168559","023",534,"stock","UNIT",1
"BUTTERFISH","172567","051",534,"stock","UNIT",1
"CHUB MACKEREL","172413","215",534,"stock","UNIT",1
"CLAM, SURF","080944","769",534,"stock","UNIT",1
"COD","164712","081",534,"stock","GB",1
"DOGFISH, SPINY","160617","352",534,"stock","UNIT",1
"FLUKE","172735","121",534,"stock","UNIT",1
"HADDOCK","164744","147",534,"stock","GB",1
"HAKE, WHITE","164732","153",534,"stock","UNIT",1
"HALIBUT","172933","159",534,"stock","UNIT",1
"HERRING, ATLANTIC","161722","168",534,"stock","UNIT",1
"MACKEREL, ATLANTIC","172414","212",534,"stock","UNIT",1
"MONKFISH","164499","012",534,"stock","SOUTHERN",1
"NBR spp (300+)",NA,NA,534,"stock","UNIT",1
"OFFSHORE HAKE","164793","508",534,"stock","SOUTHERN",1
"QUAHOG, HARD SHELL CLAM","081496","748",534,"stock","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",534,"stock","UNIT",1
"RED CRAB","620992","710",534,"stock","UNIT",1
"RED HAKE","164730","152",534,"stock","SOUTHERN",1
"REDFISH","166774","240",534,"stock","UNIT",1
"SCALLOP, SEA","079718","800",534,"stock","UNIT",1
"SCUP","169182","329",534,"stock","UNIT",1
"SILVER HAKE","164791","509",534,"stock","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",534,"stock","UNIT",1
"SKATE, CLEARNOSE","160855","372",534,"stock","UNIT",1
"SKATE, LITTLE","564130","366",534,"stock","UNIT",1
"SKATE, ROSETTE","564136","364",534,"stock","UNIT",1
"SKATE, SMOOTH","564151","369",534,"stock","UNIT",1
"SKATE, THORNY","564149","370",534,"stock","UNIT",1
"SKATE, WINTER","564145","367",534,"stock","UNIT",1
"SQUID, ATL LONG-FIN","082372","801",534,"stock","UNIT",1
"SQUID, SHORT-FIN","082521","802",534,"stock","UNIT",1
"TILEFISH, BLUELINE","168543","444",534,"stock","NORTHERN COMPONENT",1
"TILEFISH, GOLDEN","168546","446",534,"stock","UNIT",1
"WINDOWPANE","172746","125",534,"stock","SNEMA",1
"WINTER FLD","172905","120",534,"stock","SNEMA",1
"WITCH FLD","172873","122",534,"stock","UNIT",1
"WOLFFISH","171341","512",534,"stock","UNIT",1
"YELLOWTAIL FLD","172909","123",534,"stock","SNEMA",1
"ALEWIFE","161706","001",537,"stock","UNIT",1
"AM SHAD","161702","347",537,"stock","UNIT",1
"AMERICAN PLAICE","172877","124",537,"stock","UNIT",1
"BLACK SEA BASS","167687","335",537,"stock","UNIT",1
"BLUEFISH","168559","023",537,"stock","UNIT",1
"BUTTERFISH","172567","051",537,"stock","UNIT",1
"CHUB MACKEREL","172413","215",537,"stock","UNIT",1
"CLAM, SURF","080944","769",537,"stock","UNIT",1
"COD","164712","081",537,"stock","GB",1
"DOGFISH, SPINY","160617","352",537,"stock","UNIT",1
"FLUKE","172735","121",537,"stock","UNIT",1
"HADDOCK","164744","147",537,"stock","GB",1
"HAKE, WHITE","164732","153",537,"stock","UNIT",1
"HALIBUT","172933","159",537,"stock","UNIT",1
"HERRING, ATLANTIC","161722","168",537,"stock","UNIT",1
"MACKEREL, ATLANTIC","172414","212",537,"stock","UNIT",1
"MONKFISH","164499","012",537,"stock","SOUTHERN",1
"NBR spp (300+)",NA,NA,537,"stock","UNIT",1
"OCEAN POUT","630979","250",537,"stock","UNIT",1
"OFFSHORE HAKE","164793","508",537,"stock","SOUTHERN",1
"POLLOCK","164727","269",537,"stock","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",537,"stock","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",537,"stock","UNIT",1
"RED CRAB","620992","710",537,"stock","UNIT",1
"RED HAKE","164730","152",537,"stock","SOUTHERN",1
"REDFISH","166774","240",537,"stock","UNIT",1
"SCALLOP, SEA","079718","800",537,"stock","UNIT",1
"SCUP","169182","329",537,"stock","UNIT",1
"SILVER HAKE","164791","509",537,"stock","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",537,"stock","UNIT",1
"SKATE, CLEARNOSE","160855","372",537,"stock","UNIT",1
"SKATE, LITTLE","564130","366",537,"stock","UNIT",1
"SKATE, ROSETTE","564136","364",537,"stock","UNIT",1
"SKATE, SMOOTH","564151","369",537,"stock","UNIT",1
"SKATE, THORNY","564149","370",537,"stock","UNIT",1
"SKATE, WINTER","564145","367",537,"stock","UNIT",1
"SQUID, ATL LONG-FIN","082372","801",537,"stock","UNIT",1
"SQUID, SHORT-FIN","082521","802",537,"stock","UNIT",1
"TILEFISH, BLUELINE","168543","444",537,"stock","NORTHERN COMPONENT",1
"TILEFISH, GOLDEN","168546","446",537,"stock","UNIT",1
"WINDOWPANE","172746","125",537,"stock","SNEMA",1
"WINTER FLD","172905","120",537,"stock","SNEMA",1
"WITCH FLD","172873","122",537,"stock","UNIT",1
"WOLFFISH","171341","512",537,"stock","UNIT",1
"YELLOWTAIL FLD","172909","123",537,"stock","SNEMA",1
"ALEWIFE","161706","001",538,"stock","UNIT",1
"AM SHAD","161702","347",538,"stock","UNIT",1
"AMERICAN PLAICE","172877","124",538,"stock","UNIT",1
"BLACK SEA BASS","167687","335",538,"stock","UNIT",1
"BLUEFISH","168559","023",538,"stock","UNIT",1
"BUTTERFISH","172567","051",538,"stock","UNIT",1
"CHUB MACKEREL","172413","215",538,"stock","UNIT",1
"CLAM, SURF","080944","769",538,"stock","UNIT",1
"COD","164712","081",538,"stock","GB",1
"DOGFISH, SPINY","160617","352",538,"stock","UNIT",1
"FLUKE","172735","121",538,"stock","UNIT",1
"HADDOCK","164744","147",538,"stock","GB",1
"HAKE, WHITE","164732","153",538,"stock","UNIT",1
"HALIBUT","172933","159",538,"stock","UNIT",1
"HERRING, ATLANTIC","161722","168",538,"stock","UNIT",1
"MACKEREL, ATLANTIC","172414","212",538,"stock","UNIT",1
"MONKFISH","164499","012",538,"stock","SOUTHERN",1
"NBR spp (300+)",NA,NA,538,"stock","UNIT",1
"OCEAN POUT","630979","250",538,"stock","UNIT",1
"OFFSHORE HAKE","164793","508",538,"stock","SOUTHERN",1
"POLLOCK","164727","269",538,"stock","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",538,"stock","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",538,"stock","UNIT",1
"RED CRAB","620992","710",538,"stock","UNIT",1
"RED HAKE","164730","152",538,"stock","SOUTHERN",1
"REDFISH","166774","240",538,"stock","UNIT",1
"SCALLOP, SEA","079718","800",538,"stock","UNIT",1
"SCUP","169182","329",538,"stock","UNIT",1
"SILVER HAKE","164791","509",538,"stock","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",538,"stock","UNIT",1
"SKATE, CLEARNOSE","160855","372",538,"stock","UNIT",1
"SKATE, LITTLE","564130","366",538,"stock","UNIT",1
"SKATE, ROSETTE","564136","364",538,"stock","UNIT",1
"SKATE, SMOOTH","564151","369",538,"stock","UNIT",1
"SKATE, THORNY","564149","370",538,"stock","UNIT",1
"SKATE, WINTER","564145","367",538,"stock","UNIT",1
"SQUID, ATL LONG-FIN","082372","801",538,"stock","UNIT",1
"SQUID, SHORT-FIN","082521","802",538,"stock","UNIT",1
"TILEFISH, BLUELINE","168543","444",538,"stock","NORTHERN COMPONENT",1
"TILEFISH, GOLDEN","168546","446",538,"stock","UNIT",1
"WINDOWPANE","172746","125",538,"stock","SNEMA",1
"WINTER FLD","172905","120",538,"stock","SNEMA",1
"WITCH FLD","172873","122",538,"stock","UNIT",1
"WOLFFISH","171341","512",538,"stock","UNIT",1
"YELLOWTAIL FLD","172909","123",538,"stock","SNEMA",1
