SPECIES_ITIS,AREA_NAME,COMMON_NAME,CAMS_GEAR_GROUP,Discard_Mortality_Ratio
564149,SNE,"SKATE, THORNY",10,0.5
564149,GBK,"SKATE, THORNY",50,0.23
564149,GOM,"SKATE, THORNY",50,0.23
564149,MA,"SKATE, THORNY",50,0.23
564149,SNE,"SKATE, THORNY",50,0.23
564149,GBK,"SKATE, THORNY",58,0.23
564149,GOM,"SKATE, THORNY",58,0.23
564149,MA,"SKATE, THORNY",58,0.23
564149,SNE,"SKATE, THORNY",58,0.23
564149,GBK,"SKATE, THORNY",100,0.5
564149,GOM,"SKATE, THORNY",100,0.5
564149,MA,"SKATE, THORNY",100,0.5
564149,SNE,"SKATE, THORNY",100,0.5
564149,GBK,"SKATE, THORNY",132,0.5
564149,GOM,"SKATE, THORNY",132,0.5
564149,MA,"SKATE, THORNY",132,0.5
564149,SNE,"SKATE, THORNY",132,0.5
564145,GBK,"SKATE, WINTER",10,0.5
564145,GOM,"SKATE, WINTER",10,0.5
564145,MA,"SKATE, WINTER",10,0.5
564145,SNE,"SKATE, WINTER",10,0.5
564145,GBK,"SKATE, WINTER",50,0.09
564145,GOM,"SKATE, WINTER",50,0.09
564145,MA,"SKATE, WINTER",50,0.09
564145,SNE,"SKATE, WINTER",50,0.09
564145,GBK,"SKATE, WINTER",58,0.09
564145,GOM,"SKATE, WINTER",58,0.09
564145,MA,"SKATE, WINTER",58,0.09
564145,SNE,"SKATE, WINTER",58,0.09
564145,GBK,"SKATE, WINTER",100,0.14
564145,GOM,"SKATE, WINTER",100,0.14
564145,MA,"SKATE, WINTER",100,0.14
564145,SNE,"SKATE, WINTER",100,0.14
564145,GBK,"SKATE, WINTER",132,0.34
564145,GOM,"SKATE, WINTER",132,0.34
564145,MA,"SKATE, WINTER",132,0.34
564145,SNE,"SKATE, WINTER",132,0.34
82372,MA,"SQUID, ATL LONG-FIN",50,1
82372,NE,"SQUID, ATL LONG-FIN",50,1
82372,MA,"SQUID, ATL LONG-FIN",132,1
82372,NE,"SQUID, ATL LONG-FIN",132,1
82372,MA,"SQUID, ATL LONG-FIN",170,1
82372,NE,"SQUID, ATL LONG-FIN",170,1
82521,MA,"SQUID, SHORT-FIN",50,1
82521,NE,"SQUID, SHORT-FIN",50,1
82521,MA,"SQUID, SHORT-FIN",132,1
82521,NE,"SQUID, SHORT-FIN",132,1
82521,MA,"SQUID, SHORT-FIN",170,1
82521,NE,"SQUID, SHORT-FIN",170,1
168543,MA,"TILEFISH, BLUELINE",10,1
168543,NE,"TILEFISH, BLUELINE",10,1
168543,MA,"TILEFISH, BLUELINE",20,1
168543,NE,"TILEFISH, BLUELINE",20,1
168543,MA,"TILEFISH, BLUELINE",50,1
168543,NE,"TILEFISH, BLUELINE",50,1
168543,MA,"TILEFISH, BLUELINE",52,1
168543,NE,"TILEFISH, BLUELINE",52,1
168543,MA,"TILEFISH, BLUELINE",53,1
168543,NE,"TILEFISH, BLUELINE",53,1
168543,MA,"TILEFISH, BLUELINE",54,1
168543,NE,"TILEFISH, BLUELINE",54,1
168543,MA,"TILEFISH, BLUELINE",57,1
168543,NE,"TILEFISH, BLUELINE",57,1
168543,MA,"TILEFISH, BLUELINE",58,1
168543,NE,"TILEFISH, BLUELINE",58,1
168543,MA,"TILEFISH, BLUELINE",59,1
168543,NE,"TILEFISH, BLUELINE",59,1
168543,MA,"TILEFISH, BLUELINE",80,1
168543,NE,"TILEFISH, BLUELINE",80,1
168543,MA,"TILEFISH, BLUELINE",100,1
168543,NE,"TILEFISH, BLUELINE",100,1
168543,MA,"TILEFISH, BLUELINE",121,1
168543,NE,"TILEFISH, BLUELINE",121,1
168543,MA,"TILEFISH, BLUELINE",132,1
168543,NE,"TILEFISH, BLUELINE",132,1
168543,MA,"TILEFISH, BLUELINE",160,1
168543,NE,"TILEFISH, BLUELINE",160,1
168543,MA,"TILEFISH, BLUELINE",170,1
168543,NE,"TILEFISH, BLUELINE",170,1
168543,MA,"TILEFISH, BLUELINE",180,1
168543,NE,"TILEFISH, BLUELINE",180,1
168543,MA,"TILEFISH, BLUELINE",181,1
168543,NE,"TILEFISH, BLUELINE",181,1
168543,MA,"TILEFISH, BLUELINE",183,1
168543,NE,"TILEFISH, BLUELINE",183,1
168543,MA,"TILEFISH, BLUELINE",200,1
168543,NE,"TILEFISH, BLUELINE",200,1
168543,MA,"TILEFISH, BLUELINE",300,1
168543,NE,"TILEFISH, BLUELINE",300,1
168543,MA,"TILEFISH, BLUELINE",350,1
168543,NE,"TILEFISH, BLUELINE",350,1
168543,MA,"TILEFISH, BLUELINE",381,1
168543,NE,"TILEFISH, BLUELINE",381,1
168543,MA,"TILEFISH, BLUELINE",387,1
168543,NE,"TILEFISH, BLUELINE",387,1
168543,MA,"TILEFISH, BLUELINE",400,1
168543,NE,"TILEFISH, BLUELINE",400,1
168546,MA,"TILEFISH, GOLDEN",10,1
168546,NE,"TILEFISH, GOLDEN",10,1
168546,MA,"TILEFISH, GOLDEN",20,1
168546,NE,"TILEFISH, GOLDEN",20,1
168546,MA,"TILEFISH, GOLDEN",50,1
168546,NE,"TILEFISH, GOLDEN",50,1
168546,MA,"TILEFISH, GOLDEN",52,1
168546,NE,"TILEFISH, GOLDEN",52,1
168546,MA,"TILEFISH, GOLDEN",53,1
168546,NE,"TILEFISH, GOLDEN",53,1
168546,MA,"TILEFISH, GOLDEN",54,1
168546,NE,"TILEFISH, GOLDEN",54,1
168546,MA,"TILEFISH, GOLDEN",57,1
168546,NE,"TILEFISH, GOLDEN",57,1
168546,MA,"TILEFISH, GOLDEN",58,1
168546,NE,"TILEFISH, GOLDEN",58,1
168546,MA,"TILEFISH, GOLDEN",59,1
168546,NE,"TILEFISH, GOLDEN",59,1
168546,MA,"TILEFISH, GOLDEN",80,1
168546,NE,"TILEFISH, GOLDEN",80,1
168546,MA,"TILEFISH, GOLDEN",100,1
168546,NE,"TILEFISH, GOLDEN",100,1
168546,MA,"TILEFISH, GOLDEN",121,1
168546,NE,"TILEFISH, GOLDEN",121,1
168546,MA,"TILEFISH, GOLDEN",132,1
168546,NE,"TILEFISH, GOLDEN",132,1
168546,MA,"TILEFISH, GOLDEN",160,1
168546,NE,"TILEFISH, GOLDEN",160,1
168546,MA,"TILEFISH, GOLDEN",170,1
168546,NE,"TILEFISH, GOLDEN",170,1
168546,MA,"TILEFISH, GOLDEN",180,1
168546,NE,"TILEFISH, GOLDEN",180,1
168546,MA,"TILEFISH, GOLDEN",181,1
168546,NE,"TILEFISH, GOLDEN",181,1
168546,MA,"TILEFISH, GOLDEN",183,1
168546,NE,"TILEFISH, GOLDEN",183,1
168546,MA,"TILEFISH, GOLDEN",200,1
168546,NE,"TILEFISH, GOLDEN",200,1
168546,MA,"TILEFISH, GOLDEN",300,1
168546,NE,"TILEFISH, GOLDEN",300,1
168546,MA,"TILEFISH, GOLDEN",350,1
168546,NE,"TILEFISH, GOLDEN",350,1
168546,MA,"TILEFISH, GOLDEN",381,1
168546,NE,"TILEFISH, GOLDEN",381,1
168546,MA,"TILEFISH, GOLDEN",387,1
168546,NE,"TILEFISH, GOLDEN",387,1
168546,MA,"TILEFISH, GOLDEN",400,1
168546,NE,"TILEFISH, GOLDEN",400,1
172746,GBGOM,WINDOWPANE,50,1
172746,SNEMA,WINDOWPANE,50,1
172746,GBGOM,WINDOWPANE,132,1
172746,SNEMA,WINDOWPANE,132,1
172905,GB,WINTER FLD,50,1
172905,GOM,WINTER FLD,50,0.5
172905,SNEMA,WINTER FLD,50,0.5
172905,GB,WINTER FLD,58,1
172905,GOM,WINTER FLD,58,0.5
172905,SNEMA,WINTER FLD,58,0.5
172905,GB,WINTER FLD,100,1
172905,GOM,WINTER FLD,100,0.5
172905,SNEMA,WINTER FLD,100,0.5
172905,GB,WINTER FLD,132,1
172905,GOM,WINTER FLD,132,0.5
172905,SNEMA,WINTER FLD,132,0.5
172873,GBGOM,WITCH FLD,50,1
172873,OTHER,WITCH FLD,50,1
172873,GBGOM,WITCH FLD,57,1
172873,OTHER,WITCH FLD,57,1
172873,GBGOM,WITCH FLD,58,1
172873,OTHER,WITCH FLD,58,1
172873,GBGOM,WITCH FLD,100,1
172873,OTHER,WITCH FLD,100,1
172873,GBGOM,WITCH FLD,132,1
172873,OTHER,WITCH FLD,132,1
171341,GBK,WOLFFISH,10,0.08
171341,GOM,WOLFFISH,10,0.08
171341,MA,WOLFFISH,10,0.08
171341,GBK,WOLFFISH,50,0.08
171341,GOM,WOLFFISH,50,0.08
171341,MA,WOLFFISH,50,0.08
171341,GBK,WOLFFISH,100,0.08
171341,GOM,WOLFFISH,100,0.08
171341,MA,WOLFFISH,100,0.08
172909,CCGOM,YELLOWTAIL FLD,10,1
172909,GB,YELLOWTAIL FLD,10,1
172909,MA,YELLOWTAIL FLD,10,1
172909,SNE,YELLOWTAIL FLD,10,0.9
172909,CCGOM,YELLOWTAIL FLD,50,1
172909,GB,YELLOWTAIL FLD,50,1
172909,MA,YELLOWTAIL FLD,50,1
172909,SNE,YELLOWTAIL FLD,50,0.9
172909,CCGOM,YELLOWTAIL FLD,52,1
172909,GB,YELLOWTAIL FLD,52,1
172909,MA,YELLOWTAIL FLD,52,1
172909,SNE,YELLOWTAIL FLD,52,0.9
172909,CCGOM,YELLOWTAIL FLD,54,1
172909,GB,YELLOWTAIL FLD,54,1
172909,MA,YELLOWTAIL FLD,54,1
172909,SNE,YELLOWTAIL FLD,54,0.9
172909,CCGOM,YELLOWTAIL FLD,57,1
172909,GB,YELLOWTAIL FLD,57,1
172909,MA,YELLOWTAIL FLD,57,1
172909,SNE,YELLOWTAIL FLD,57,0.9
172909,CCGOM,YELLOWTAIL FLD,58,1
172909,GB,YELLOWTAIL FLD,58,1
172909,MA,YELLOWTAIL FLD,58,1
172909,SNE,YELLOWTAIL FLD,58,0.9
172909,CCGOM,YELLOWTAIL FLD,100,1
172909,GB,YELLOWTAIL FLD,100,1
172909,MA,YELLOWTAIL FLD,100,1
172909,SNE,YELLOWTAIL FLD,100,0.9
172909,CCGOM,YELLOWTAIL FLD,132,1
172909,GB,YELLOWTAIL FLD,132,1
172909,MA,YELLOWTAIL FLD,132,1
172909,SNE,YELLOWTAIL FLD,132,0.9
